mid,ln_ratio,mapname,approved,sr
192345,0.10190735694822889,FamiRockP - Oni Kanojo (Entozer) [Hard],1,3.39962
192492,0.06540084388185655,nayuta - Toki wo Kizamu Uta (Hanyuu) [7K HD],1,3.08268
192564,0.13533834586466165,FamiRockP - Oni Kanojo (Entozer) [Insane],1,4.17547
193128,0.13135593220338984,fripSide - only my railgun (TV Size) (DJPop) [4K MX],1,3.1685
193130,0.038461538461538464,fripSide - only my railgun (TV Size) (DJPop) [7K HD],1,3.18049
193131,0.10988074957410562,fripSide - only my railgun (TV Size) (DJPop) [7K MX],1,5.0014
196931,0.26281090800119866,FamiRockP - Oni Kanojo (Entozer) [Extra],1,5.54378
204359,0.08535300316122234,sakuzyo - ChaiN DestructioN (siilento's solid remix) (Entozer) [Hard],1,2.55086
204360,0.19915029208709506,sakuzyo - ChaiN DestructioN (siilento's solid remix) (Entozer) [Another],1,5.05698
204361,0.11726147123088128,sakuzyo - ChaiN DestructioN (siilento's solid remix) (Entozer) [Insane],1,3.36454
210180,0.27939356435643564,rerulili - Nou Shou Sakuretsu Girl (Entozer) [Insane],4,6.29371
214145,0.1529790660225443,rerulili - Nou Shou Sakuretsu Girl (Entozer) [Hard],4,4.78922
215152,0.1643002028397566,rerulili - Nou Shou Sakuretsu Girl (Entozer) [Normal],4,3.20576
217377,0.03926878808395396,C-SHOW - Workaholic (Agka) [Extra],1,4.47144
217406,0.04339152119700748,C-SHOW - Workaholic (Agka) [Hard],1,2.79985
217670,0.20147255689424365,Y&Co. feat. Karin - Sweet Rain (chonicle) [Another],1,4.5478
217675,0.0738073807380738,Y&Co. feat. Karin - Sweet Rain (chonicle) [Insane],1,3.61381
218060,0.03205128205128205,C-SHOW - Workaholic (Agka) [Insane],1,4.19472
219358,0.03205128205128205,"senya - Utakata, Ai no Mahoroba (Lieselotte) [LV.14]",1,2.59082
219359,0.07838479809976247,"senya - Utakata, Ai no Mahoroba (Lieselotte) [LV.21]",1,3.80045
219360,0.07370336669699727,"senya - Utakata, Ai no Mahoroba (Lieselotte) [LV.28]",1,4.91324
220960,0.23500545256270447,bj.HaLo - Ende (Loctav) [SHD],1,5.15663
222330,0.07261410788381743,nayuta - Toki wo Kizamu Uta (Hanyuu) [4K MX],1,3.0319
222331,0.043512658227848104,nayuta - Toki wo Kizamu Uta (Hanyuu) [7K MX],1,3.473
222593,0.029818956336528223,Danny Baranowsky - The Battle of Lil' Slugger (Ch 1 Boss Extended Cut) (250bpm) (Staiain) [Insane],4,5.15772
222950,0.06417112299465241,Ci Mei Gui - Wu Xuan Lan (luyuja) [4K Hard],1,2.69843
223266,0.062320230105465,Ci Mei Gui - Wu Xuan Lan (luyuja) [7K FEVER],1,3.85117
224688,0.06856540084388185,Wotamin - Gigantic O.T.N (Star Stream) [L i a's Mania],1,5.10584
225251,0.05362215909090909,Wotamin - Gigantic O.T.N (Star Stream) [Entozer's Another],1,5.00952
228210,0.12221514958625079,masaki - Rhythmical Planet (ljqandylee) [Collab],1,5.38293
230491,0.1506740681998414,Yooh - Dynasty (HelloSCV) [Entozer's Insane],1,4.98137
232025,0.13736979166666666,Rissyu - uni (HanzeR) [Insane],1,3.59485
233144,0.19368723098995697,ALTIMA - Burst The Gravity (TV Size) (Zeroarg) [Entozer's 7K MX],1,3.1242
233388,0.20442571127502634,The Quick Brown Fox - Big Money (ishimaru94) [MX],1,4.9855
233389,0.09615384615384616,The Quick Brown Fox - Big Money (ishimaru94) [NM],1,2.68541
233390,0.008354755784061696,The Quick Brown Fox - Big Money (ishimaru94) [Saka's HD],1,3.73134
235027,0.02976190476190476,Ikareru Kin no Shishi - G59 (PROGUY) [Level 18],1,3.23278
235028,0.03748680042238648,Ikareru Kin no Shishi - G59 (PROGUY) [Level 36],1,5.00683
238273,0.0,TAG meets eimy - Kono aozora no shita de (Cirno) [ADVANCED],4,2.72006
238274,0.0,TAG meets eimy - Kono aozora no shita de (Cirno) [EXHAUST],4,4.81978
239327,0.0,DJ SHARPNEL - BLUE ARMY (Agkaemon) [4k KBSM],4,3.14831
239841,0.09480997139354311,xi - Akasha (luyuja) [7K Hard],1,4.20146
240122,0.021709633649932156,kors k - smooooch (DJPop) [4K HD],1,2.51742
241082,0.061899679829242264,KANON NAKAGAWA starring Nao Toyama - Natsuiro Surprise (HanzeR) [Hard],1,2.66597
244555,0.125,Nekomata Master - Far east nightbird (Lieselotte) [LV.23],1,3.8904
244597,0.058624577226606536,Nekomata Master - Far east nightbird (Lieselotte) [LV.13],1,2.66887
245086,0.09986504723346828,MiddleIsland - Piano Concerto No.1 Scream (Lieselotte) [LV.31],1,4.75279
245873,0.06875,MiddleIsland - Piano Concerto No.1 Scream (Lieselotte) [LV.23],1,3.81433
246231,0.09339622641509433,MiddleIsland - Piano Concerto No.1 Scream (Lieselotte) [LV.16],1,3.15324
249346,0.0096403411197627,Yuuna Sasara feat. Tai no Kobone - Imperishable Night 2006 (xxbidiao) [7K Lunatic],1,7.26333
249408,0.0,Yuuna Sasara feat. Tai no Kobone - Imperishable Night 2006 (xxbidiao) [7K Hard],1,3.27606
249413,0.012265512265512266,xi - Akasha (luyuja) [8K FEVER],1,6.29809
249672,0.00036859565057132326,xi - Akasha (luyuja) [8K Hard],1,4.13296
250315,0.0863066538090646,masaki - Rhythmical Planet (ljqandylee) [Hard],1,3.25937
251200,0.046012269938650305,Tamura Yukari - Fantastic future (TV Size) (Betsuto) [MX],1,3.11181
252946,0.11029411764705882,Iguchi Yuka - Grow Slowly (TV Size) (woc2006) [Hard],1,3.0002
254329,0.09066767830045523,MuryokuP - Frozen World (c36098651) [Hard],1,3.44946
254481,0.03814262023217247,Laura Shigihara - Brainiac Maniac (Zexion) [Xin_U's 7K Insane],1,3.75874
255968,0.20850040096230954,KANON NAKAGAWA starring Nao Toyama - Natsuiro Surprise (HanzeR) [Insane],1,3.80168
256216,0.0,xi - Akasha (luyuja) [8K Normal],1,2.6007
256643,0.19525547445255476,Y&Co. feat. Karin - Sweet Rain (Lieselotte) [LV.22],1,3.48483
256673,0.15631929046563192,Remixed by DJ Command - Mermaid girl -Akiba Koubou MIX- (Lieselotte) [LV.16],1,2.77185
256674,0.18785714285714286,Remixed by DJ Command - Mermaid girl -Akiba Koubou MIX- (Lieselotte) [LV.24],1,4.04321
256725,0.24627791563275434,Bond - Wintersun (Bobby D'Ambrosio Mix) (ExPew) [6K Autumn],1,3.21459
256726,0.29244851258581234,Bond - Wintersun (Bobby D'Ambrosio Mix) (ExPew) [7K Winter],1,4.28056
257311,0.10272168568920105,KOTOKO - agony (TV Size) (woc2006) [Insane],1,3.96858
257480,0.0274247491638796,xi - Akasha (luyuja) [ignore's 8K Another],1,5.44784
257524,0.04865334491746308,kors k - smooooch (DJPop) [4K MX],1,4.04798
257527,0.03431372549019608,kors k - smooooch (DJPop) [7K MX],1,3.31736
257529,0.07512626262626262,kors k - smooooch (DJPop) [7K SC],1,5.25325
257963,0.1460446247464503,siromaru + cranky - Conflict (Vocaloid Ver.) (ishimaru94) [Collab],1,4.56859
257980,0.09261744966442953,KOTOKO - agony (TV Size) (woc2006) [Hard],1,2.8646
258212,0.318077218102787,MuryokuP - Frozen World (c36098651) [Another],1,4.89505
259067,0.013669821240799159,Yuuna Sasara feat. Tai no Kobone - Imperishable Night 2006 (xxbidiao) [4K Insane],1,5.35516
259258,0.047435897435897434,kors k - Flip Flap (HanzeR) [Hard],1,2.61045
259260,0.12107208872458411,kors k - Flip Flap (HanzeR) [Insane],1,3.24902
259320,0.05597867479055598,Jun.A - The Fairy's Adventurous Tale (KanbeKotori) [ignorethis's Another (Lv 12)],4,6.12293
259497,0.011404872991187144,Yuuna Sasara feat. Tai no Kobone - Imperishable Night 2006 (xxbidiao) [7K Insane],1,5.55892
260189,0.15384615384615385,Nogizaka46 - Yubi Bouenkyou (TV Size) (mingmichael) [17VA's Magi [Insane]],1,3.27296
261515,0.24387855044074436,KOTOKO - agony (TV Size) (woc2006) [Rumi's Insane],1,4.07546
261893,0.14506172839506173,ALI PROJECT - Kyoumu Densen (TV Size) (Chewin) [Roxas' Hard],1,3.06295
261970,0.09859154929577464,siromaru + cranky - Conflict (Vocaloid Ver.) (ishimaru94) [HD],1,3.30577
262959,0.021761658031088083,siromaru + cranky - Conflict (Vocaloid Ver.) (ishimaru94) [Pew's NM],1,2.52638
263105,0.15016088666428315,Tamura Yukari ft motsu from m.o.v.e - You & Me (- R u m i a -) [7k Maximum],1,4.46024
263308,0.09556993529118965,Tamura Yukari ft motsu from m.o.v.e - You & Me (- R u m i a -) [justhow's 4K MX],1,3.25621
263547,0.07371794871794872,Tamura Yukari ft motsu from m.o.v.e - You & Me (- R u m i a -) [7k Insane],1,3.86039
266505,0.12444771723122239,TeamGrimoire+Amaneko - croiX (HelloSCV) [Roxas' MX],1,4.164
266662,0.1103030303030303,Tamura Yukari - Fantastic future (TV Size) (victorica_db) [4K MX],1,3.53748
267373,0.1900121802679659,bj.HaLo - Ende (Loctav) [HD],1,2.54374
267374,0.15359207266721717,bj.HaLo - Ende (Loctav) [IN],1,4.27913
270831,0.0,KOTOKO - unfinished (TV Size) (ljqandylee) [7K Burst],1,4.0827
270858,0.0,KOTOKO - unfinished (TV Size) (ljqandylee) [7K Hard],1,2.55017
270939,0.0,KOTOKO - unfinished (TV Size) (ljqandylee) [4K Accel],1,3.23717
271986,0.12730627306273062,Tamura Yukari - Fantastic future (TV Size) (victorica_db) [7K Liese's LV.24],1,4.21476
272808,0.0,Leon Lai - Zhong Ai Qing You (Speed up Version) (Luyuja) [7K ProFever],1,4.66369
272853,0.03882725832012678,Leon Lai - Zhong Ai Qing You (Speed up Version) (Luyuja) [7K Hard],1,3.27643
272898,0.0364333652924257,Leon Lai - Zhong Ai Qing You (Speed up Version) (Luyuja) [4K Fever],1,2.86221
273455,0.13800904977375567,fripSide - fortissimo -the ultimate crisis- (- R u m i a -) [Crisis],1,4.3815
273738,0.09570831750854539,fripSide - fortissimo -the ultimate crisis- (- R u m i a -) [Insane],1,3.56169
273799,0.13230429988974643,Ushirokara Haiyoritai G - Koi wa Chaos no Shimobenari (TV Size) (Lieselotte) [LV.21],1,3.2933
274407,0.06986666666666666,fripSide - fortissimo -the ultimate crisis- (- R u m i a -) [Hard],1,2.69201
275488,0.10061919504643962,fripSide - fortissimo-from insanity affection- (Short Ver.) (- R u m i a -) [Hard],1,2.71215
275489,0.10488798370672098,fripSide - fortissimo-from insanity affection- (Short Ver.) (- R u m i a -) [Insane],1,4.01626
278049,0.08310249307479224,Aoi Eir - INNOCENCE (TV Size) (17VA) [Lv.17],1,2.94135
278050,0.12248995983935743,Aoi Eir - INNOCENCE (TV Size) (17VA) [Lv.26],1,4.29958
279081,0.22267206477732793,Iceman - Shining Collection (ishimaru94) [HD],4,3.17558
279134,0.3074245939675174,Anamanaguchi - STILL SPLODIN' THO (Interlude) (Liiraye) [HanzeR's Insane],1,5.04231
280200,0.02389937106918239,Dormir - Sayonara Trip (Simple_Star) [7K LV.15],1,2.59974
280308,0.2119518486672399,Iceman - Shining Collection (ishimaru94) [MX],4,5.06348
280357,0.06710709318497914,Paraoka Feat. Iku Akume - Chaosmaid (Ripazhakgggdkp) [Hard],4,4.79732
280358,0.09940119760479042,Paraoka Feat. Iku Akume - Chaosmaid (Ripazhakgggdkp) [Insane],4,6.91427
280359,0.2702341137123746,Paraoka Feat. Iku Akume - Chaosmaid (Ripazhakgggdkp) [Normal],4,2.99062
281122,0.13738441215323646,Dormir - Sayonara Trip (Simple_Star) [victorica's 4K LV.10],1,2.63803
282293,0.071360608943863,Suzaku - Anisakis -somatic mutation type Forza- (Lieselotte) [LV.22],1,3.32899
282294,0.16855429713524317,Suzaku - Anisakis -somatic mutation type Forza- (Lieselotte) [LV.34],1,4.72408
282336,0.15973377703826955,yoshikilisa - Destin Histoire (TV Size) (victorica_db) [Hard],1,2.87561
282766,0.2999638597759306,Iceman - Shining Collection (ishimaru94) [Pew's SC],4,5.34168
282841,0.021341463414634148,Baauer - Harlem Shake (pimpG) [Gezo's Expert 4K],1,2.69077
283803,0.14989059080962802,fripSide - eternal reality - TV size - (17VA) [7K MX],1,3.83974
284389,0.32941176470588235,MuryokuP - Catastrophe (Entozer) [Entozer],4,4.87409
284390,0.12715033657442035,MuryokuP - Catastrophe (Entozer) [Insane],4,3.75062
284494,0.12643678160919541,MuryokuP - Catastrophe (Entozer) [Hard],4,3.52192
284604,0.15900735294117646,fripSide - eternal reality - TV size - (17VA) [Rumi's 7K Lv.28],1,4.50207
285249,0.07044198895027624,fripSide - eternal reality - TV size - (17VA) [4K MX],1,3.0439
285394,0.26425591098748263,Igorrr - Unpleasant Sonata (Sieg) [[Shi-Ra]'s Hell [SC]],1,3.67081
285623,0.13249444855662473,TJ.Hangneil - Kamui (xxbidiao) [Insane],1,4.91066
286838,0.07364975450081833,fripSide - eternal reality - TV size - (17VA) [justhow's 4K HD],1,2.55799
288431,0.06364922206506365,fripSide - eternal reality - TV size - (17VA) [7K HD],1,3.0825
289300,0.1717877094972067,TJ.Hangneil - Kamui (xxbidiao) [Hard],1,2.74806
292620,0.1517150395778364,Pet na Kanojotachi - Kimi ga Yume wo Tsuretekita (TV Size) (victorica_db) [4K HD],1,2.92181
293206,0.09375,Pet na Kanojotachi - Kimi ga Yume wo Tsuretekita (TV Size) (victorica_db) [Hanyuu's 7K MX],1,3.44151
293691,0.09121338912133892,Falcom Sound Team J.D.K. - Phantasmagoria (richardfeder) [7K MX],1,4.40314
293926,0.12396694214876033,Ryu - I'm so Happy (Spy) [4K EXHAUST Lv.15],1,3.72558
294291,0.07547169811320754,HTT - Gohan wa Okazu (YunoFanatic) [S.Star's 7K Another],1,2.66792
294454,0.1415830546265329,Falcom Sound Team J.D.K. - Phantasmagoria (richardfeder) [victorica_db's 4K MX],1,3.85266
294718,0.05625717566016074,Ryu - I'm so Happy (Spy) [victorica's 4K EXHAUST Lv.14],1,3.67029
295769,0.024083769633507852,PLight - TRIGGERHAPPY (Nitori) [6K ADVANCED],1,2.96988
295770,0.0327313769751693,PLight - TRIGGERHAPPY (Nitori) [8K ADVANCED],1,2.92063
295771,0.029106029106029108,PLight - TRIGGERHAPPY (Nitori) [8K EXHAUST],1,4.40361
296010,0.17331334332833584,Iceman - Shining Collection (ishimaru94) [Erox's SHD],4,6.29446
296896,0.04728950403690888,Lin-G - I Want You (diamdiam) [6K MX],1,3.56569
296897,0.019376579612468407,Lin-G - I Want You (diamdiam) [7K RD],1,3.57561
297645,0.15480427046263345,Ryu - I'm so Happy (Spy) [4K ADVANCED Lv.10],1,2.52506
298810,0.1290566037735849,Pendulum - The Island (MaxNRG Remix) (Skalim) [6K The Street - Insane],1,3.67068
298814,0.13817663817663817,Pendulum - The Island (MaxNRG Remix) (Skalim) [5K The House - Hard],1,2.95869
298815,0.12629399585921325,Pendulum - The Island (MaxNRG Remix) (Skalim) [7K The Island - Insane],1,4.14456
298848,0.14055636896046853,fripSide - future gazer (TV Size) (17VA) [7K HD],1,3.18692
298849,0.27111984282907664,fripSide - future gazer (TV Size) (17VA) [7K EX],1,4.30001
298851,0.11262798634812286,fripSide - future gazer (TV Size) (17VA) [Filia's 4K MX],1,3.44896
298913,0.0,Kuroneko dungeon - Dragon and Girl and Decoherence (LeiN-) [4K LeiN-],4,3.76614
299038,0.34879406307977734,LeaF - MEPHISTO (Alumetorz) [Pew's SHD],1,4.49386
299539,0.1283987915407855,Gentle Stick X M2U - Hades in the Heaven (AngelHoney) [DJPop's Insane],1,3.79941
299839,0.14089661482159194,REDALiCE - Kizuato (Reikosaka) [Hard],1,2.55521
299840,0.0407725321888412,REDALiCE - Kizuato (Reikosaka) [Maximum],1,2.99023
300172,0.0,Kuroneko dungeon - Dragon and Girl and Decoherence (LeiN-) [5K Aery-],4,4.12303
300407,0.46044021415823916,M2U - The Queen (c36098651) [Queen],4,4.63167
300492,0.07177814029363784,PLight - TRIGGERHAPPY (Nitori) [Skalim's 7K EXHAUST],1,3.95148
301708,0.0444234404536862,Ryu - I'm so Happy (Spy) [S.Star's 7K EXHAUST Lv.15],1,4.18836
302184,0.0,yuikonnu - Souzou Forest (indyinyou) [Pro Drum],1,2.61099
302266,0.1601423487544484,fripSide - future gazer (TV Size) (17VA) [Rumi's 7K MX],1,4.34695
302535,0.0,Kuroneko dungeon - Dragon and Girl and Decoherence (LeiN-) [7K [IIDX]],4,5.98051
302629,0.06312292358803986,LeaF - MEPHISTO (Alumetorz) [Roxas' MX],1,3.42831
302782,0.1154970760233918,Otome Shintou - 2 Gakki Debut Daisakusen!! (kuuderes_shadow) [Botan (Insane)],1,2.53764
303311,0.07829787234042553,KOTOKO - WING OF ZERO (richardfeder) [7K Insane],1,3.90708
303417,0.08093994778067885,KOTOKO - WING OF ZERO (richardfeder) [7K Hard],1,2.85724
304343,0.010788381742738589,iconoclasm - Zirkfied (Chocoliti) [Another],1,3.50404
305675,0.17922457937088515,SHK - Milky Way (ExPew) [SC],1,4.41575
307303,0.12151215121512152,SHK - Milky Way (ExPew) [17VA's MX],1,3.29967
308416,0.12034383954154727,Dj Mashiro - Prismatic Lollipops (victorica_db) [4K Lv.9],1,2.88246
308417,0.14980544747081712,Dj Mashiro - Prismatic Lollipops (victorica_db) [4K Lv.14],1,3.99378
309121,0.18181818181818182,Darren Korb - Terminal March (Sieg) [[Shi-Ra]'s Hell March [HD]],1,3.30428
309316,0.1824212271973466,Misawa Sachika - Links (TV Size) (17VA) [Hanyuu's HD],1,2.84947
309582,0.024266936299292215,Ryu - We're so Happy (Spy) [4K ADVANCED],1,2.99021
309584,0.0456968773800457,Ryu - We're so Happy (Spy) [4K EXTREME],1,4.15686
310503,0.04660303200449186,RYO - Shuffle Heaven (AngelHoney) [DJPop's Insane],4,5.38649
310504,0.055916775032509754,RYO - Shuffle Heaven (AngelHoney) [DJPop's Normal],4,2.68626
310799,0.10340226817878585,Ryu - We're so Happy (Spy) [richard's 7K MX],1,4.44928
311120,0.0794979079497908,earthmind - ARCADIA (Simple_Star) [HD],1,2.91499
313891,0.10395010395010396,Ruby Tuesday - Stay with me (Simple_Star) [MX],1,3.52207
314892,0.11159546643417612,Ryu - We're so Happy (Spy) [victorica's 4K HD+],1,3.45995
315246,0.13522884882108183,BlackY - Max Burning!! (Skalim) [7K Rage!!],1,3.82511
315292,0.223069590085796,Lite Show Magic - Crack traxxxx (LeiN-) [4K EXH],1,3.61161
315723,0.17119764878765614,Lite Show Magic - Crack traxxxx (LeiN-) [7K INF],1,4.25659
316291,0.14971050454921422,BlackY - Max Burning!! (Skalim) [6K EXHAUST],1,3.21873
316835,0.042113955408753095,RYO - Shuffle Heaven (AngelHoney) [DJPop's Hard],4,3.53799
317022,0.14847161572052403,BlackY - Max Burning!! (Skalim) [5K ADVANCED],1,2.79691
317041,0.0976965845909452,Ryu - We're so Happy (Spy) [KK's 7K MX],1,3.85415
317614,0.06523855890944498,KOTOKO - WING OF ZERO (richardfeder) [victorica's 4K MX],1,3.67541
318068,0.10751565762004175,DJ YOSHITAKA - VALLIS-NERIA (Spy) [ADVANCED Lv.12],1,3.38071
318069,0.1397238017871649,DJ YOSHITAKA - VALLIS-NERIA (Spy) [EXHAUST Lv.15],1,3.80538
318074,0.16614420062695925,SOUND HOLIC feat. Nana Takahashi - Ha lle lu jah (Spy) [3i's ADVANCED Lv.10],1,2.7303
318075,0.11608961303462322,SOUND HOLIC feat. Nana Takahashi - Ha lle lu jah (Spy) [INFINITE Lv.13],1,3.39528
318076,0.1272475795297372,SOUND HOLIC feat. Nana Takahashi - Ha lle lu jah (Spy) [EXHAUST Lv.11],1,2.88109
319283,0.020703933747412008,KOTOKO - WING OF ZERO (richardfeder) [ecafree2's 4K MX],1,3.14413
319390,0.07152682255845942,Deuce - Senretsu no ryu (Mashiro-Fang) [Hard],1,3.18556
319885,0.04079601990049751,RYO - Shuffle Heaven (Nemis) [Pew's HD],1,2.96536
319886,0.2255598033861278,RYO - Shuffle Heaven (Nemis) [Pew's SHD],1,6.05668
320008,0.28005198180636776,Y&Co. - POODLE (17VA) [7K White Another],1,4.71221
320154,0.12049433573635428,PLight - TRIGGERHAPPY (Kuo Kyoka) [4K ADVANCED Lv.17],1,3.07916
320196,0.15789473684210525,Sana - Terekakushi Shishunki (Rumia-) [Insane],1,4.40265
320237,0.17136498516320475,PLight - TRIGGERHAPPY (Kuo Kyoka) [7K INFINITE Lv.26],1,4.12943
320510,0.19501133786848074,Misawa Sachika - Links (TV Size) (17VA) [MX],1,3.59348
320645,0.04731638418079096,IOSYS - Cirno's Perfect Math Class (YunoFanatic) [4k Bakayuno],4,3.7673
320703,0.16551326412918108,IOSYS - Cirno's Perfect Math Class (YunoFanatic) [7k Bakamia],4,5.35992
321045,0.011658031088082901,iconoclasm - Zirkfied (Chocoliti) [Hyper],1,2.60017
321187,0.03733955659276546,Lin-G - I Want You (diamdiam) [4K HD],1,3.04677
321388,0.08013544018058691,PLight - TRIGGERHAPPY (Kuo Kyoka) [7K ADVANCED Lv.16],1,2.66024
321418,0.09380692167577413,DJ YOSHITAKA - VALLIS-NERIA (Spy) [LeiN-'s EXH],1,3.56021
321743,0.018367346938775512,IOSYS - Cirno's Perfect Math Class (YunoFanatic) [4k GeniusYuno],4,2.81615
321744,0.12081218274111676,IOSYS - Cirno's Perfect Math Class (YunoFanatic) [7k GeniusRumi],4,2.89699
321978,0.1463768115942029,Yunchi - Your song (victorica_db) [4K HD],1,2.8287
322132,0.0,iconoclasm - Zirkfied (Chocoliti) [Ex7ra],1,6.04686
322363,0.14222549742078114,IOSYS - Cirno's Perfect Math Class (YunoFanatic) [5k BakaPew],4,3.91837
322867,0.2670391061452514,Deuce - Senretsu no ryu (Mashiro-Fang) [Spy's Insane],1,3.66681
323070,0.07981553742461867,S.S.H. - Intersect Thunderbolt-Remix (ljqandylee) [7K Exceed],1,6.3352
323079,0.04411764705882353,Sana - Terekakushi Shishunki (Rumia-) [Hard],1,2.84427
323459,0.019401778496362168,PLight - TRIGGERHAPPY (Kuo Kyoka) [Spy's 4K EXHAUST Lv.20],1,4.15421
323954,0.18687589158345222,Mimori Suzuko - Univer Page (TV Size) (victorica_db) [4K HD],1,2.97793
323956,0.14849187935034802,Mimori Suzuko - Univer Page (TV Size) (victorica_db) [richard's 7K MX],1,3.591
324184,0.14705882352941177,Mimori Suzuko - Univer Page (TV Size) (victorica_db) [Rumi's 7K HD],1,2.73252
326064,0.07242582897033159,S.S.H. - Intersect Thunderbolt-Remix (ljqandylee) [7K Hard],1,2.91833
326505,0.1809421841541756,Suzuki Konomi - DAYS of DASH (TV Size) (17VA) [MX],1,3.65776
326507,0.21196581196581196,Suzuki Konomi - DAYS of DASH (TV Size) (17VA) [Shi-Ra x Rumi SHD],1,4.6402
326508,0.07932011331444759,Suzuki Konomi - DAYS of DASH (TV Size) (17VA) [Rumi's HD],1,3.08428
326715,0.03027027027027027,Y&Co. - POODLE (17VA) [7K HyPew],1,2.57498
326929,0.15272136474411047,Ryu - bloomin' feeling (Taiwan-NAK) [Lv.28],1,3.79033
326968,0.0032626427406199023,"Harada Hitomi, Kayano Ai & Ogura Yui - Maware! Setsugekka (TV Size) (Chocoliti) [7K Another]",1,3.90991
327432,0.13239875389408098,"senya - Though the Scent Lingers, the Flower Scattered (PyaKura) [Insane]",1,3.07592
327857,0.004297994269340974,"Harada Hitomi, Kayano Ai & Ogura Yui - Maware! Setsugekka (TV Size) (Chocoliti) [7K Hyper]",1,2.5291
328165,0.18713932399010716,kors k - smooooch (Priti) [L i a's MX],1,3.89662
328280,0.0,Kuroneko dungeon - Dragon and Girl and Decoherence (LeiN-) [4K HYPER],4,2.77958
328326,0.0546875,kors k - smooooch (Priti) [Pew's HD],1,2.89693
328346,0.08656036446469248,"senya - Though the Scent Lingers, the Flower Scattered (PyaKura) [Lunatic]",1,4.06984
328379,0.0,Kuroneko dungeon - Dragon and Girl and Decoherence (LeiN-) [5K HYPER],4,2.73554
329057,0.24706985466479137,Zeami - Music Revolver (Entozer) [Hard],4,7.91169
329058,0.0741901776384535,Zeami - Music Revolver (Entozer) [Normal],4,6.79443
329171,0.08902532617037605,Zeami - Music Revolver (Entozer) [Easy],4,4.84976
329172,0.6322701688555347,Zeami - Music Revolver (Entozer) [SHD],4,9.12721
329212,0.13504464285714285,fripSide - sister's noise (TV Size) (17VA) [Lv.23],1,3.68308
329213,0.42477256822953113,fripSide - sister's noise (TV Size) (17VA) [Lv.42],1,5.64658
330391,0.19597457627118645,"senya - Though the Scent Lingers, the Flower Scattered (PyaKura) [KK's Extra]",1,3.92561
330733,0.10428736964078796,Ryu - bloomin' feeling (Taiwan-NAK) [S.Star's Lv.18],1,2.88947
331961,0.024881516587677725,"Harada Hitomi, Kayano Ai & Ogura Yui - Maware! Setsugekka (TV Size) (Chocoliti) [AEM's 4K Insane]",1,2.89243
332421,0.015285599356395816,sasakure.UK - Atropos (Short Edit) (WhiteAries) [Another],1,4.46064
333855,0.0602990834539315,Masayoshi Minoshima - Bad Apple!! (REDALiCE Remix) (Evening) [Lv.18 7K],4,3.50099
333856,0.08108108108108109,Masayoshi Minoshima - Bad Apple!! (REDALiCE Remix) (Evening) [Lv.23 7K],4,4.73362
333857,0.14777327935222673,Masayoshi Minoshima - Bad Apple!! (REDALiCE Remix) (Evening) [Lv.34 7K],4,5.56965
333858,0.05410122164048865,Masayoshi Minoshima - Bad Apple!! (REDALiCE Remix) (Evening) [Lv.14 7K],4,2.79099
334199,0.10641399416909621,Masayoshi Minoshima - Bad Apple!! (REDALiCE Remix) (Evening) [Lv.27 4K],4,4.31699
334202,0.0,Kuroneko dungeon - Dragon and Girl and Decoherence (LeiN-) [8K miruyanc],4,4.0125
334944,0.09403254972875226,Masayoshi Minoshima - Bad Apple!! (REDALiCE Remix) (Evening) [Lv.14 4K],4,2.72067
334945,0.09291581108829569,Masayoshi Minoshima - Bad Apple!! (REDALiCE Remix) (Evening) [Lv.18 4K],4,3.153
334946,0.13434626149540185,Masayoshi Minoshima - Bad Apple!! (REDALiCE Remix) (Evening) [Lv.23 4K],4,3.91426
334950,0.1580619539316918,fripSide - sister's noise (TV Size) (17VA) [Rumi's Lv.30],1,4.59197
335039,0.16886543535620052,Avicii ft. Salem Al Fakir - You Make Me (NaxelCL) [NaxelCL's 7K HD],1,3.01294
335446,0.12362911266201396,Suzuki Konomi - AVENGE WORLD (TV size) (richardfeder) [MX],1,3.95126
335784,0.09893048128342247,Suzuki Konomi - AVENGE WORLD (TV size) (richardfeder) [HD],1,3.06119
335897,0.020151133501259445,sun3 - Messier 333 (MOONWOLF) [5K Hyper],4,2.59365
335902,0.0,sun3 - Messier 333 (MOONWOLF) [7K Another],4,4.55924
336044,0.010141987829614604,sun3 - Messier 333 (MOONWOLF) [7K Hyper],4,3.38734
336588,0.062157221206581355,nano feat. MY FIRST STORY - SAVIOR OF SONG (TV Size) (HabiHolic) [S.Star's Hard],1,2.55586
338733,0.07862903225806452,Loos - Koi Yomi Zakura (_S u w a k o_) [victorica's 4K Lv.15],1,2.81871
338759,0.0306391970417327,Loos - Koi Yomi Zakura (_S u w a k o_) [7K Lv.36],1,5.59354
338793,0.08995327102803738,REDALiCE Feat. Ayumi Nomiya - Little Star (lil_yumika_lil) [5K HD [Star.10]],1,2.72917
339653,0.07407407407407407,RAMM - Wonder Nanda Kataomoi (Reikosaka) [Maximum],1,3.46423
342339,0.2680965147453083,Avicii ft. Salem Al Fakir - You Make Me (NaxelCL) [RC's 7K MX],1,2.78665
342369,0.0400266844563042,ETIA. feat.Jenga - Say A Vengeance (LeiN-) [Black Another],1,4.34705
